rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,slider_start,accuracy,participant_id,ctime
2092,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2225,0.0-0.0,NA,NA,2aa94984-9069-4844-a047-376e9bf9fe8d,2024-03-13 12:54:43 CET
16518,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",55,html-slider-response,1,18745,0.0-1.0-0.0,50,NA,2aa94984-9069-4844-a047-376e9bf9fe8d,2024-03-13 12:54:43 CET
11892,NA,"{""P0_Q0"":null,""age"":""28"",""gender"":""non-binary"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,30854,0.0-2.0,NA,[],2aa94984-9069-4844-a047-376e9bf9fe8d,2024-03-13 12:54:43 CET
1175,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1189,0.0-0.0,NA,NA,d06a8cac-773b-4a1e-96f5-6177a87a03ad,2024-03-13 12:54:56 CET
24771,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",93,html-slider-response,1,25964,0.0-1.0-0.0,50,NA,d06a8cac-773b-4a1e-96f5-6177a87a03ad,2024-03-13 12:54:56 CET
14230,NA,"{""P0_Q0"":null,""age"":""54"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,40307,0.0-2.0,NA,[],d06a8cac-773b-4a1e-96f5-6177a87a03ad,2024-03-13 12:54:56 CET
1540,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1545,0.0-0.0,NA,NA,1249f08a-e62a-40de-80da-3a66aa7ba742,2024-03-13 12:55:10 CET
25735,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Jackson didn't run ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",60,html-slider-response,1,27281,0.0-1.0-0.0,50,NA,1249f08a-e62a-40de-80da-3a66aa7ba742,2024-03-13 12:55:10 CET
15216,NA,"{""P0_Q0"":null,""age"":""21"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,42527,0.0-2.0,NA,[],1249f08a-e62a-40de-80da-3a66aa7ba742,2024-03-13 12:55:10 CET
4053,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4060,0.0-0.0,NA,NA,6f80738e-eb7d-4975-8683-05fb1f667d55,2024-03-13 12:57:02 CET
81405,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole doesn't know that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",89,html-slider-response,1,85467,0.0-1.0-0.0,50,NA,6f80738e-eb7d-4975-8683-05fb1f667d55,2024-03-13 12:57:02 CET
19245,NA,"{""P0_Q0"":null,""age"":""29"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,104755,0.0-2.0,NA,[],6f80738e-eb7d-4975-8683-05fb1f667d55,2024-03-13 12:57:02 CET
9410,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,9415,0.0-0.0,NA,NA,2466499f-b686-4597-99c4-db454481e524,2024-03-13 12:57:38 CET
34657,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,44073,0.0-1.0-0.0,50,NA,2466499f-b686-4597-99c4-db454481e524,2024-03-13 12:57:38 CET
16382,NA,"{""P0_Q0"":null,""age"":""30"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,60483,0.0-2.0,NA,[],2466499f-b686-4597-99c4-db454481e524,2024-03-13 12:57:38 CET
2477,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2488,0.0-0.0,NA,NA,a151c74b-e4a4-435c-ad81-1f7693ac52c7,2024-03-13 12:57:45 CET
24551,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,27044,0.0-1.0-0.0,50,NA,a151c74b-e4a4-435c-ad81-1f7693ac52c7,2024-03-13 12:57:45 CET
17748,NA,"{""P0_Q0"":null,""age"":""25"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,44857,0.0-2.0,NA,[],a151c74b-e4a4-435c-ad81-1f7693ac52c7,2024-03-13 12:57:45 CET
2883,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2891,0.0-0.0,NA,NA,7b816698-9ea2-4f01-835e-a4731219754e,2024-03-13 12:58:28 CET
